"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"FOROUTAN_INTEGRATED_TGFB_EMT_UP","FOROUTAN_INTEGRATED_TGFB_EMT_UP","FOROUTAN_INTEGRATED_TGFB_EMT_UP","16/695","118/21728",1.13511459990323e-06,1.86500549317435e-05,1.18886177299807e-05,"51083/7145/3589/4616/10202/5054/4015/2335/3488/5420/4907/5270/7057/10395/4319/4312",16
"ZHU_CMV_ALL_DN","ZHU_CMV_ALL_DN","ZHU_CMV_ALL_DN","16/695","119/21728",1.27316386552836e-06,2.08435112842214e-05,1.32868529725817e-05,"7023/7078/994/5054/196/6387/55603/4015/3488/652/7057/1545/861/596/4312/4082",16
"LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_UP","LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_UP","LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_UP","8/695","27/21728",1.36293991450146e-06,2.22338667903015e-05,1.4173145542821e-05,"3074/332/1949/7468/3925/1382/4685/4673",8
"DACOSTA_UV_RESPONSE_VIA_ERCC3_UP","DACOSTA_UV_RESPONSE_VIA_ERCC3_UP","DACOSTA_UV_RESPONSE_VIA_ERCC3_UP","28/695","317/21728",1.37554264758044e-06,2.22927163161104e-05,1.42106596154869e-05,"211/5982/4605/896/79143/51614/1968/4245/9445/7057/1545/7009/2064/2746/871/7108/3087/4061/8878/6609/4597/81620/682/125144/7262/5101/4758/3303",28
"REACTOME_RHO_GTPASE_CYCLE","REACTOME_RHO_GTPASE_CYCLE","REACTOME_RHO_GTPASE_CYCLE","35/695","450/21728",1.37627371672322e-06,2.22927163161104e-05,1.42106596154869e-05,"54443/7431/1829/1535/26999/537/23002/51566/171177/857/4001/7456/9528/8503/9928/11113/5585/57580/85415/10970/8654/396/79180/2040/29127/5364/10395/5099/4296/23580/128239/10134/613/4810/9824",35
"HU_GENOTOXIC_DAMAGE_4HR","HU_GENOTOXIC_DAMAGE_4HR","HU_GENOTOXIC_DAMAGE_4HR","9/695","36/21728",1.44420854170591e-06,2.33107463210559e-05,1.48596104958324e-05,"54443/211/6790/991/4751/6941/9232/81620/699",9
"KEGG_P53_SIGNALING_PATHWAY","KEGG_P53_SIGNALING_PATHWAY","KEGG_P53_SIGNALING_PATHWAY","12/695","68/21728",1.4727290988224e-06,2.36876848736908e-05,1.50998928100867e-05,"3732/4616/5054/896/900/1026/891/7057/9133/51246/983/6241",12
"MARKEY_RB1_ACUTE_LOF_DN","MARKEY_RB1_ACUTE_LOF_DN","MARKEY_RB1_ACUTE_LOF_DN","23/695","230/21728",1.48043945799159e-06,2.37090917924024e-05,1.51135388113597e-05,"2239/5641/80331/3055/10135/3488/1968/8553/53/4907/5211/351/1382/2040/5163/1508/4319/1649/2629/375790/347/6892/6648",23
"WP_MAMMARY_GLAND_DEVELOPMENT_PATHWAY_PUBERTY_STAGE_2_OF_4","WP_MAMMARY_GLAND_DEVELOPMENT_PATHWAY_PUBERTY_STAGE_2_OF_4","WP_MAMMARY_GLAND_DEVELOPMENT_PATHWAY_PUBERTY_STAGE_2_OF_4","6/695","13/21728",1.48440430724683e-06,2.37090917924024e-05,1.51135388113597e-05,"7431/5241/2335/4609/2064/8204",6
"BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_DN","BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_DN","BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_DN","10/695","46/21728",1.51172194398852e-06,2.40615742751506e-05,1.53382314200005e-05,"3675/3589/4616/7078/5054/7164/652/2317/4609/2150",10
"AMIT_SERUM_RESPONSE_240_MCF10A","AMIT_SERUM_RESPONSE_240_MCF10A","AMIT_SERUM_RESPONSE_240_MCF10A","11/695","57/21728",1.60069014374631e-06,2.53894934911179e-05,1.61847235077026e-05,"5652/30844/5054/22943/5819/7057/7039/5099/4296/79605/7262",11
"TIEN_INTESTINE_PROBIOTICS_24HR_DN","TIEN_INTESTINE_PROBIOTICS_24HR_DN","TIEN_INTESTINE_PROBIOTICS_24HR_DN","22/695","215/21728",1.70039843930329e-06,2.68780222267802e-05,1.71335973412193e-05,"6175/51566/2887/6164/6125/5914/27090/6194/6229/6189/10525/1915/8878/6157/6201/6124/6228/4673/6136/6170/50854/6222",22
"RUTELLA_RESPONSE_TO_CSF2RB_AND_IL4_DN","RUTELLA_RESPONSE_TO_CSF2RB_AND_IL4_DN","RUTELLA_RESPONSE_TO_CSF2RB_AND_IL4_DN","28/695","321/21728",1.76025191059519e-06,2.77285043236026e-05,1.7675743547883e-05,"54480/3074/6515/38/334/2717/1666/427/10135/8714/6146/4502/23164/1514/3178/2799/26509/51097/7739/6280/2150/1508/2203/51363/3916/4122/50854/6648",28
"SENESE_HDAC3_TARGETS_UP","SENESE_HDAC3_TARGETS_UP","SENESE_HDAC3_TARGETS_UP","37/695","495/21728",1.7735208077007e-06,2.77688355539335e-05,1.77014529938733e-05,"7175/4254/6515/55624/3655/6319/7078/4792/10135/2887/7046/4015/2335/3488/8942/5266/54795/6533/5270/396/79180/6004/94122/8573/8878/2150/1508/4982/162394/5569/124583/387914/4673/4312/283131/25832/6648",37
"YAMAZAKI_TCEB3_TARGETS_DN","YAMAZAKI_TCEB3_TARGETS_DN","YAMAZAKI_TCEB3_TARGETS_DN","21/695","199/21728",1.77492775246564e-06,2.77688355539335e-05,1.77014529938733e-05,"1829/1535/79960/2222/6790/55632/4605/5935/2887/10112/1718/4751/7153/3178/5292/3832/10653/22928/6657/1364/6648",21
"MASRI_RESISTANCE_TO_TAMOXIFEN_AND_AROMATASE_INHIBITORS_UP","MASRI_RESISTANCE_TO_TAMOXIFEN_AND_AROMATASE_INHIBITORS_UP","MASRI_RESISTANCE_TO_TAMOXIFEN_AND_AROMATASE_INHIBITORS_UP","7/695","20/21728",1.79121189274228e-06,2.79282833888796e-05,1.7803094215011e-05,"5241/26033/4256/4886/4603/9687/54898",7
"JIANG_HYPOXIA_NORMAL","JIANG_HYPOXIA_NORMAL","JIANG_HYPOXIA_NORMAL","21/695","200/21728",1.92477441033058e-06,2.99090369388318e-05,1.90657404570123e-05,"3459/6319/4616/4792/4605/11151/51599/857/2887/5054/4015/6513/1514/4907/6386/2040/5352/8682/2194/1717/6648",21
"MCBRYAN_PUBERTAL_TGFB1_TARGETS_UP","MCBRYAN_PUBERTAL_TGFB1_TARGETS_UP","MCBRYAN_PUBERTAL_TGFB1_TARGETS_UP","19/695","168/21728",1.949332304542e-06,3.01883083919612e-05,1.92437641444117e-05,"1534/38/7145/634/334/2887/7046/2335/6513/1026/8553/4240/6768/2674/5352/861/476/6157/8204",19
"GOTZMANN_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_UP","GOTZMANN_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_UP","GOTZMANN_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_UP","12/695","70/21728",2.02957927480631e-06,3.13252235545863e-05,1.99684992623155e-05,"2734/4616/7078/5054/1058/2335/1545/5045/10733/4288/3921/1435",12
"REACTOME_GLYCOSAMINOGLYCAN_METABOLISM","REACTOME_GLYCOSAMINOGLYCAN_METABOLISM","REACTOME_GLYCOSAMINOGLYCAN_METABOLISM","16/695","124/21728",2.21766842172795e-06,3.41133961248353e-05,2.1745840829095e-05,"6482/54480/3074/3161/2239/57214/79586/6385/2799/2588/26229/347734/6383/51363/375790/9060",16
"KEGG_PATHWAYS_IN_CANCER","KEGG_PATHWAYS_IN_CANCER","KEGG_PATHWAYS_IN_CANCER","28/695","325/21728",2.24191592651559e-06,3.43710455088544e-05,2.19100813659823e-05,"3675/7175/4254/2260/332/3912/3655/4792/7046/2335/6513/8503/1026/652/5914/4609/675/2064/7483/673/861/7039/5979/596/1163/6256/613/4312",28
"BROWNE_HCMV_INFECTION_2HR_DN","BROWNE_HCMV_INFECTION_2HR_DN","BROWNE_HCMV_INFECTION_2HR_DN","10/695","48/21728",2.28963239021882e-06,3.47538903204074e-05,2.2154128669388e-05,"3675/332/3655/5054/1058/3488/4609/1062/11065/4673",10
"LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_DN","LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_DN","LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_DN","10/695","48/21728",2.28963239021882e-06,3.47538903204074e-05,2.2154128669388e-05,"2239/7078/2625/3488/4609/7057/2064/7039/5979/375790",10
"WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS","WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS","WP_CHOLESTEROL_METABOLISM_WITH_BLOCH_AND_KANDUTSCHRUSSELL_PATHWAYS","10/695","48/21728",2.28963239021882e-06,3.47538903204074e-05,2.2154128669388e-05,"6720/2222/6319/1718/2181/7108/4597/2194/1717/54898",10
"SESTO_RESPONSE_TO_UV_C8","SESTO_RESPONSE_TO_UV_C8","SESTO_RESPONSE_TO_UV_C8","12/695","71/21728",2.37211257487733e-06,3.58870100436887e-05,2.28764443559474e-05,"3675/2222/2734/3912/5054/6513/4502/2317/4609/351/2706/2194",12
"PLASARI_TGFB1_TARGETS_10HR_DN","PLASARI_TGFB1_TARGETS_10HR_DN","PLASARI_TGFB1_TARGETS_10HR_DN","24/695","254/21728",2.41149062269995e-06,3.63627401791335e-05,2.31797021073929e-05,"4254/6558/3161/1033/3488/8503/3925/8727/6451/5983/891/948/4008/1545/8654/83540/4288/144110/699/5099/23466/5101/1903/4082",24
"LOPEZ_MESOTELIOMA_SURVIVAL_TIME_UP","LOPEZ_MESOTELIOMA_SURVIVAL_TIME_UP","LOPEZ_MESOTELIOMA_SURVIVAL_TIME_UP","6/695","14/21728",2.52735450947088e-06,3.77799941053831e-05,2.40831412777954e-05,"9319/6790/332/24137/54478/2317",6
"JISON_SICKLE_CELL_DISEASE_DN","JISON_SICKLE_CELL_DISEASE_DN","JISON_SICKLE_CELL_DISEASE_DN","20/695","187/21728",2.53020466630729e-06,3.77799941053831e-05,2.40831412777954e-05,"6175/140462/3646/2091/6146/7852/6144/6125/10541/6194/6229/11322/6233/1915/1345/6201/6124/4673/9045/2878",20
"VERHAAK_AML_WITH_NPM1_MUTATED_UP","VERHAAK_AML_WITH_NPM1_MUTATED_UP","VERHAAK_AML_WITH_NPM1_MUTATED_UP","20/695","187/21728",2.53020466630729e-06,3.77799941053831e-05,2.40831412777954e-05,"4792/3055/10135/10051/1514/948/2799/7057/1545/9123/861/11182/2203/51363/8349/4673/1287/7124/4082/6648",20
"MULLIGHAN_MLL_SIGNATURE_2_UP","MULLIGHAN_MLL_SIGNATURE_2_UP","MULLIGHAN_MLL_SIGNATURE_2_UP","33/695","423/21728",2.57519958795095e-06,3.83269964648284e-05,2.44318320442646e-05,"3074/1535/5476/51150/2734/3055/1186/9144/896/8992/8942/64747/7852/54795/1514/9700/2799/9123/79180/2768/7039/2203/6609/79837/56905/2548/22928/3916/6256/23654/26020/9824/3303",33
"DELLA_RESPONSE_TO_TSA_AND_BUTYRATE","DELLA_RESPONSE_TO_TSA_AND_BUTYRATE","DELLA_RESPONSE_TO_TSA_AND_BUTYRATE","7/695","21/21728",2.61276453323973e-06,3.87602350173816e-05,2.47080032167382e-05,"3383/991/7852/1026/5447/3303/780",7
"CONCANNON_APOPTOSIS_BY_EPOXOMICIN_UP","CONCANNON_APOPTOSIS_BY_EPOXOMICIN_UP","CONCANNON_APOPTOSIS_BY_EPOXOMICIN_UP","23/695","238/21728",2.66093319617404e-06,3.93474766814897e-05,2.50823448304894e-05,"4254/4084/54498/3589/2717/5054/10486/1026/79143/3337/9123/10769/7739/871/10018/27295/8878/2150/1649/7262/3303/2878/283131",23
"RIGGINS_TAMOXIFEN_RESISTANCE_DN","RIGGINS_TAMOXIFEN_RESISTANCE_DN","RIGGINS_TAMOXIFEN_RESISTANCE_DN","22/695","221/21728",2.68627129300112e-06,3.95944296048782e-05,2.52397668281303e-05,"58473/1829/10202/10135/8821/7358/3488/80303/7852/1545/26509/6279/51097/8573/27295/4886/4054/1501/347/9687/54898/25832",22
"MARKEY_RB1_CHRONIC_LOF_UP","MARKEY_RB1_CHRONIC_LOF_UP","MARKEY_RB1_CHRONIC_LOF_UP","15/695","112/21728",2.86030005599733e-06,4.20244085150377e-05,2.67887751533353e-05,"4171/2222/2625/6387/9173/3925/23397/1026/7153/5983/10541/675/4176/23466/3303",15
"NAGASHIMA_NRG1_SIGNALING_UP","NAGASHIMA_NRG1_SIGNALING_UP","NAGASHIMA_NRG1_SIGNALING_UP","19/695","173/21728",3.02681086017017e-06,4.43287571342494e-05,2.82576995050694e-05,"1591/51083/4616/28231/2274/7852/23767/5914/3337/8553/4609/2150/4982/1649/59344/1960/7262/4673/1364",19
"LY_AGING_PREMATURE_DN","LY_AGING_PREMATURE_DN","LY_AGING_PREMATURE_DN","8/695","30/21728",3.30050513155156e-06,4.80302080096265e-05,3.06172171936078e-05,"4171/4605/994/2091/1058/11004/3148/1163",8
"TIEN_INTESTINE_PROBIOTICS_2HR_UP","TIEN_INTESTINE_PROBIOTICS_2HR_UP","TIEN_INTESTINE_PROBIOTICS_2HR_UP","8/695","30/21728",3.30050513155156e-06,4.80302080096265e-05,3.06172171936078e-05,"6175/27090/6194/6189/1915/4041/567/4673",8
"YAGI_AML_WITH_T_8_21_TRANSLOCATION","YAGI_AML_WITH_T_8_21_TRANSLOCATION","YAGI_AML_WITH_T_8_21_TRANSLOCATION","30/695","371/21728",3.58504702224674e-06,5.20058719936046e-05,3.31515340897966e-05,"7035/8839/22978/6790/7023/162/858/857/7046/896/900/5768/53/9700/5270/9445/7009/5045/351/51097/4288/516/57326/22883/682/613/4673/4059/375790/780",30
"REACTOME_RHOC_GTPASE_CYCLE","REACTOME_RHOC_GTPASE_CYCLE","REACTOME_RHOC_GTPASE_CYCLE","12/695","74/21728",3.72505399836112e-06,5.29295687792525e-05,3.37403515502905e-05,"54443/23002/857/11113/5585/57580/396/2040/29127/10395/128239/613",12
"FOURNIER_ACINAR_DEVELOPMENT_LATE_DN","FOURNIER_ACINAR_DEVELOPMENT_LATE_DN","FOURNIER_ACINAR_DEVELOPMENT_LATE_DN","7/695","22/21728",3.72648365291829e-06,5.29295687792525e-05,3.37403515502905e-05,"259266/9319/6790/1033/5270/55165/6241",7
"MURATA_VIRULENCE_OF_H_PILORI","MURATA_VIRULENCE_OF_H_PILORI","MURATA_VIRULENCE_OF_H_PILORI","7/695","22/21728",3.72648365291829e-06,5.29295687792525e-05,3.37403515502905e-05,"4680/3589/10321/1026/6280/4312/6648",7
"WEST_ADRENOCORTICAL_TUMOR_MARKERS_UP","WEST_ADRENOCORTICAL_TUMOR_MARKERS_UP","WEST_ADRENOCORTICAL_TUMOR_MARKERS_UP","7/695","22/21728",3.72648365291829e-06,5.29295687792525e-05,3.37403515502905e-05,"259266/10112/4751/7153/11182/983/6241",7
"ICHIBA_GRAFT_VERSUS_HOST_DISEASE_35D_UP","ICHIBA_GRAFT_VERSUS_HOST_DISEASE_35D_UP","ICHIBA_GRAFT_VERSUS_HOST_DISEASE_35D_UP","17/695","144/21728",3.72684717513234e-06,5.29295687792525e-05,3.37403515502905e-05,"1534/1535/332/6319/5641/3055/5935/10135/5768/6279/6280/51246/5347/116844/9516/2878/6892",17
"LI_INDUCED_T_TO_NATURAL_KILLER_UP","LI_INDUCED_T_TO_NATURAL_KILLER_UP","LI_INDUCED_T_TO_NATURAL_KILLER_UP","27/695","315/21728",3.7319071658103e-06,5.29295687792525e-05,3.37403515502905e-05,"7431/64834/30844/427/55603/900/2274/1026/8553/1514/51280/4907/967/5270/5045/51097/3087/81544/11182/8682/824/4982/1960/8519/9516/64218/7124",27
"AIYAR_COBRA1_TARGETS_UP","AIYAR_COBRA1_TARGETS_UP","AIYAR_COBRA1_TARGETS_UP","9/695","40/21728",3.7410951754969e-06,5.29295687792525e-05,3.37403515502905e-05,"4256/5618/2274/4751/6279/1508/26233/8519/347",9
"DELPUECH_FOXO3_TARGETS_DN","DELPUECH_FOXO3_TARGETS_DN","DELPUECH_FOXO3_TARGETS_DN","9/695","40/21728",3.7410951754969e-06,5.29295687792525e-05,3.37403515502905e-05,"6790/10051/4751/11130/1948/51520/4288/11065/50854",9
"WP_IL18_SIGNALING_PATHWAY","WP_IL18_SIGNALING_PATHWAY","WP_IL18_SIGNALING_PATHWAY","25/695","279/21728",3.88651551398228e-06,5.48178065110609e-05,3.49440228884691e-05,"4254/3383/7078/4792/975/341359/2335/3925/5585/6385/7913/80328/948/23787/6004/890/26353/9133/4982/567/596/682/1364/4312/7124",25
"BAKER_HEMATOPOIESIS_STAT3_TARGETS","BAKER_HEMATOPOIESIS_STAT3_TARGETS","BAKER_HEMATOPOIESIS_STAT3_TARGETS","6/695","15/21728",4.09824268210216e-06,5.73321458320323e-05,3.65468073917796e-05,"332/896/4609/5292/890/596",6
"SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_DN","SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_DN","SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_DN","17/695","145/21728",4.09844472896152e-06,5.73321458320323e-05,3.65468073917796e-05,"7035/3459/6319/4792/900/8942/9528/10161/6279/2040/2746/5364/5101/8349/3868/4311/283131",17
"NADERI_BREAST_CANCER_PROGNOSIS_UP","NADERI_BREAST_CANCER_PROGNOSIS_UP","NADERI_BREAST_CANCER_PROGNOSIS_UP","10/695","51/21728",4.10230013806863e-06,5.73321458320323e-05,3.65468073917796e-05,"259266/10403/4605/10112/55143/79075/55165/29127/9232/699",10
"DASU_IL6_SIGNALING_SCAR_UP","DASU_IL6_SIGNALING_SCAR_UP","DASU_IL6_SIGNALING_SCAR_UP","8/695","31/21728",4.32436868671264e-06,6.01255923087001e-05,3.83275108498557e-05,"6720/22974/994/891/4907/23580/375790/4311",8
"REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS","REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS","REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS","13/695","88/21728",4.33515490580736e-06,6.01255923087001e-05,3.83275108498557e-05,"6790/25906/991/4751/891/6233/890/4085/9232/5347/983/11065/9212",13
"BLUM_RESPONSE_TO_SALIRASIB_UP","BLUM_RESPONSE_TO_SALIRASIB_UP","BLUM_RESPONSE_TO_SALIRASIB_UP","23/695","245/21728",4.34152946208109e-06,6.01255923087001e-05,3.83275108498557e-05,"7431/2734/10175/57820/4792/10135/5768/1026/4245/1514/7009/10525/8878/8682/64343/4319/22928/64219/4312/955/6136/6499/50854",23
"MCBRYAN_PUBERTAL_TGFB1_TARGETS_DN","MCBRYAN_PUBERTAL_TGFB1_TARGETS_DN","MCBRYAN_PUBERTAL_TGFB1_TARGETS_DN","11/695","63/21728",4.4883414962966e-06,6.1971558491035e-05,3.95042358710189e-05,"4254/6558/2625/8714/4041/9232/10653/347/1364/3304/6648",11
"WANG_TUMOR_INVASIVENESS_DN","WANG_TUMOR_INVASIVENESS_DN","WANG_TUMOR_INVASIVENESS_DN","21/695","211/21728",4.52338374822213e-06,6.22678411466974e-05,3.96931034773656e-05,"334/23420/7358/900/3488/29066/9787/9445/4609/5045/481/1915/4061/29127/57326/567/11065/1946/9516/7259/4082",21
"WP_ADIPOGENESIS","WP_ADIPOGENESIS","WP_ADIPOGENESIS","16/695","131/21728",4.59183818411576e-06,6.30209168742116e-05,4.0173157261599e-05,"6720/10269/6319/4616/10135/5054/196/2625/5618/1026/652/5914/1649/8204/6256/7124",16
"MARTORIATI_MDM4_TARGETS_NEUROEPITHELIUM_UP","MARTORIATI_MDM4_TARGETS_NEUROEPITHELIUM_UP","MARTORIATI_MDM4_TARGETS_NEUROEPITHELIUM_UP","19/695","178/21728",4.61754413588603e-06,6.3184544235527e-05,4.02774627532431e-05,"6515/9780/23420/975/7164/900/57415/6513/1026/1968/8553/5270/4609/9123/5211/10769/6157/3304/60674",19
"KARLSSON_TGFB1_TARGETS_DN","KARLSSON_TGFB1_TARGETS_DN","KARLSSON_TGFB1_TARGETS_DN","20/695","195/21728",4.81760321431176e-06,6.57258724238247e-05,4.18974515129369e-05,"54972/23224/5476/9528/3925/6451/51280/9445/7009/4061/64343/1508/83986/255743/2548/682/1946/23654/2664/283131",20
"BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_ACE2_EXPRESSING_CELLS_RUXOLITINIB_DN","BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_ACE2_EXPRESSING_CELLS_RUXOLITINIB_DN","BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_ACE2_EXPRESSING_CELLS_RUXOLITINIB_DN","12/695","76/21728",4.96768601317902e-06,6.75723225056755e-05,4.30744849994845e-05,"1535/334/140462/896/5266/1514/871/57326/2266/6241/7351/5167",12
"HELLER_SILENCED_BY_METHYLATION_UP","HELLER_SILENCED_BY_METHYLATION_UP","HELLER_SILENCED_BY_METHYLATION_UP","25/695","283/21728",5.00072564590612e-06,6.78204921918156e-05,4.32326826316892e-05,"7035/2239/6790/3383/3055/2625/57415/8942/991/1026/7153/891/408/1545/26509/55165/23400/5347/699/23580/7262/8519/375790/3303/5645",25
"MCLACHLAN_DENTAL_CARIES_UP","MCLACHLAN_DENTAL_CARIES_UP","MCLACHLAN_DENTAL_CARIES_UP","24/695","265/21728",5.03360301541859e-06,6.80650036067221e-05,4.33885482713926e-05,"1535/6515/1117/3383/3589/3055/11151/10135/6387/4256/8942/7852/5266/4502/5270/283537/6279/6280/1508/7351/51363/4673/4312/6648",24
"COLDREN_GEFITINIB_RESISTANCE_DN","COLDREN_GEFITINIB_RESISTANCE_DN","COLDREN_GEFITINIB_RESISTANCE_DN","22/695","230/21728",5.15980140282595e-06,6.95662636192769e-05,4.434553775308e-05,"64063/5652/51599/5768/10103/26298/4008/56649/8654/57530/8416/94122/6768/10205/79682/123036/6692/255743/116844/285489/1364/780",22
"ELVIDGE_HYPOXIA_BY_DMOG_UP","ELVIDGE_HYPOXIA_BY_DMOG_UP","ELVIDGE_HYPOXIA_BY_DMOG_UP","16/695","133/21728",5.59856079853747e-06,7.51264604795978e-05,4.7889927044035e-05,"8839/23002/28231/57214/857/5054/4015/3488/5768/6513/7852/8553/5292/5163/23705/4673",16
"PID_SYNDECAN_4_PATHWAY","PID_SYNDECAN_4_PATHWAY","PID_SYNDECAN_4_PATHWAY","8/695","32/21728",5.60498461693334e-06,7.51264604795978e-05,4.7889927044035e-05,"7035/2260/6387/2335/7852/6385/6386/7057",8
"RODWELL_AGING_KIDNEY_UP","RODWELL_AGING_KIDNEY_UP","RODWELL_AGING_KIDNEY_UP","36/695","500/21728",5.68989020038997e-06,7.60421477509843e-05,4.84736387794462e-05,"7035/7431/54480/1117/11151/9144/896/2335/25797/10103/6230/25902/7852/57580/6533/4245/4907/5270/56649/26509/283537/4240/11322/2674/4061/51246/493869/4982/162394/56905/51363/6165/8519/3916/6136/6892",36
"ZHONG_SECRETOME_OF_LUNG_CANCER_AND_MACROPHAGE","ZHONG_SECRETOME_OF_LUNG_CANCER_AND_MACROPHAGE","ZHONG_SECRETOME_OF_LUNG_CANCER_AND_MACROPHAGE","12/695","77/21728",5.71569089151185e-06,7.61649042054952e-05,4.85518908042745e-05,"5476/994/975/2335/6385/1854/351/3698/1508/124583/22883/375790",12
"REACTOME_RHOA_GTPASE_CYCLE","REACTOME_RHOA_GTPASE_CYCLE","REACTOME_RHOA_GTPASE_CYCLE","17/695","149/21728",5.9408676712188e-06,7.87079115747601e-05,5.01729499705001e-05,"54443/537/23002/857/11113/5585/57580/85415/396/2040/29127/10395/5099/128239/10134/613/9824",17
"VANTVEER_BREAST_CANCER_ESR1_UP","VANTVEER_BREAST_CANCER_ESR1_UP","VANTVEER_BREAST_CANCER_ESR1_UP","17/695","149/21728",5.9408676712188e-06,7.87079115747601e-05,5.01729499705001e-05,"6720/2625/55686/4602/57580/5914/8553/3178/7009/51097/2674/1345/2203/596/54681/9687/51466",17
"SMID_BREAST_CANCER_RELAPSE_IN_BONE_DN","SMID_BREAST_CANCER_RELAPSE_IN_BONE_DN","SMID_BREAST_CANCER_RELAPSE_IN_BONE_DN","27/695","324/21728",6.29677164782365e-06,8.31827124888289e-05,5.30254454553571e-05,"58473/1535/6515/1117/51083/10644/634/3655/22943/7468/25797/8942/7852/5266/4240/9123/6279/8573/5163/5352/6280/4982/79605/3868/3887/11254/6648",27
"WP_REGULATION_OF_SISTER_CHROMATID_SEPARATION_AT_THE_METAPHASEANAPHASE_TRANSITION","WP_REGULATION_OF_SISTER_CHROMATID_SEPARATION_AT_THE_METAPHASEANAPHASE_TRANSITION","WP_REGULATION_OF_SISTER_CHROMATID_SEPARATION_AT_THE_METAPHASEANAPHASE_TRANSITION","6/695","16/21728",6.3798034711272e-06,8.40374112403652e-05,5.35702796002696e-05,"991/9700/1062/4085/9232/699",6
"KIM_WT1_TARGETS_UP","KIM_WT1_TARGETS_UP","KIM_WT1_TARGETS_UP","21/695","216/21728",6.53019004268541e-06,8.57718944288537e-05,5.46759389488605e-05,"6482/7145/3589/7078/4792/2887/5054/2274/6385/5914/8553/4609/7057/11322/351/481/5099/7351/7262/1435/9516",21
"LI_AMPLIFIED_IN_LUNG_CANCER","LI_AMPLIFIED_IN_LUNG_CANCER","LI_AMPLIFIED_IN_LUNG_CANCER","19/695","183/21728",6.9281024916345e-06,9.07383480618645e-05,5.78418421557215e-05,"4680/9144/8714/7358/10970/429/2588/2064/481/1382/10525/6692/6157/10653/2266/6201/11065/7262/1364",19
"BORLAK_LIVER_CANCER_EGF_UP","BORLAK_LIVER_CANCER_EGF_UP","BORLAK_LIVER_CANCER_EGF_UP","10/695","54/21728",7.04681317911315e-06,9.20301755357684e-05,5.86653272911025e-05,"6319/5935/5054/891/967/4288/7039/983/6241/780",10
"LANDIS_ERBB2_BREAST_TUMORS_324_UP","LANDIS_ERBB2_BREAST_TUMORS_324_UP","LANDIS_ERBB2_BREAST_TUMORS_324_UP","17/695","151/21728",7.11565725180681e-06,9.26652637564841e-05,5.90701690520804e-05,"1534/1829/6558/3732/51599/7164/3709/26298/2317/27090/7039/57650/6692/255743/983/6241/9516",17
"PID_P73PATHWAY","PID_P73PATHWAY","PID_P73PATHWAY","12/695","79/21728",7.51369263529018e-06,9.75715780174792e-05,6.21977359641137e-05,"5054/1026/891/4609/675/890/10018/8682/5347/699/2194/983",12
"WELCSH_BRCA1_TARGETS_UP","WELCSH_BRCA1_TARGETS_UP","WELCSH_BRCA1_TARGETS_UP","20/695","201/21728",7.61920859592972e-06,9.86622943608527e-05,6.28930212973562e-05,"3074/1535/3161/118/5935/2625/25797/1026/7913/7153/1514/3832/7009/4240/11004/567/983/6241/22928/4758",20
"DELACROIX_RARG_BOUND_MEF","DELACROIX_RARG_BOUND_MEF","DELACROIX_RARG_BOUND_MEF","29/695","367/21728",8.1028356469837e-06,0.000104629291847249,6.66967287057873e-05,"64063/58473/4254/5652/7078/2335/4751/64207/5585/8553/55654/316/5045/1382/8416/6279/3698/1758/10018/81544/8878/1508/4982/4054/682/11065/1649/754/11194",29
"SU_TESTIS","SU_TESTIS","SU_TESTIS","12/695","80/21728",8.58576569305423e-06,0.000110553791957754,7.04733458424558e-05,"3161/6790/1033/7272/4751/23397/891/11004/9133/673/699/983",12
"NAKAYAMA_FRA2_TARGETS","NAKAYAMA_FRA2_TARGETS","NAKAYAMA_FRA2_TARGETS","9/695","44/21728",8.65168063553464e-06,0.000110780178863941,7.06176578778128e-05,"7035/5641/7456/4602/4502/3337/8878/285513/3304",9
